12, 6
4, 7
14, 7
13, 7
6, 7
9, 6
8, 9
11, 7
3, 4
9, 4
9, 11
3, 14
9, 14
3, 12
9, 12
12, 4
12, 14
3, 13
9, 13
4, 13
13, 14
12, 13
4, 6
8, 4
8, 6
11, 4
11, 6
8, 11
4, 14
14, 6
11, 14
3, 7
5, 7
9, 3
9, 7
