01,02,03,05,07,09,15
02,04,06,08,11,14
03,04,09,11,12,13,14
06,07,08,09,11,15
01,04,05,07,13,14
02,03,04,06,08,12
03,04,05,07,09,13,14
06,07,08,09,12,13,14
01,04,06,07,08,09,11,15
02,04,06,08,09,10,11,14
03,04,06,07,09,11,12,13,14
03,04,05,06,07,09,11,12,13,14
